Citation,x,y,cluster,keywords,Index,Full Name,ACM Fellow Profile,DBLP profile,Google Scholar Profile,image_url
"for seminal contributions to object-oriented programming and related programming techniques. the theories of languages and development systems known as smalltalk laid the foundation for explorations in new software methodologies, graphical user interfa",-1.4519448,7.7464566,3,"systems, verification, languages, software, programming",1314,Adele Goldberg,https://awards.acm.org/award-recipients/goldberg_1110519,https://dblp.org/pid/g/AdeleGoldberg,https://scholar.google.com/citations?user=aK42DkQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=aK42DkQAAAAJ
"dr. allen b. tucker was co-chair of the acm/ieee computer society joint curriculum task force, and editor of the task force report, computing curricula '91. this and mark report provides a framework for evolving computer science curricula through the '90's, serving as both a practical tool and a theoretical foundation for curriculum design. dr. tucker has also been a major contributor to previous computer science curriculum efforts and is widely recognized for his dedication and leadership in the development of computer science as an academic discipline.",-0.09971316,9.4720955,4,"service, science, computing, acm, computer",1315,Allen Tucker,https://awards.acm.org/award-recipients/tucker_1098797,https://dblp.org/pid/146/9346,https://scholar.google.com/citations?user=F55XS58AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=F55XS58AAAAJ
"for sustained contributions to computer science and education, especially in the areas of graphics and user interfaces. through his writings, programs, films, and personal enthusiasm, he has inspired generations of students at brown university and computer users everywhere.",0.1466198,8.974725,4,"service, science, computing, acm, computer",1316,Andries van Dam,https://awards.acm.org/award-recipients/vandam_6127971,https://dblp.org/pid/d/AvDam,,
"for a range of accomplishments as an author, educator, human rights advocate, and in the management of technical societies.",-0.036724377,9.761944,4,"service, science, computing, acm, computer",1317,Anthony Ralston,https://awards.acm.org/award-recipients/ralston_1005818,https://dblp.org/pid/12/4330,,
for pioneering and fundamental contributions to computer vision and image analysis.,6.2939353,8.605952,6,"rendering, image, graphics, computer, vision",1318,Azriel Rosenfeld,https://awards.acm.org/award-recipients/rosenfeld_1037506,https://dblp.org/pid/r/AzrielRosenfeld,,
"for his early work laying the foundations for the c++ programming language. based on the foundations and dr. stroustrup's continuing efforts, c++ has become one of the most influential programming languages in the history of computing.",-0.6655044,7.927169,3,"systems, verification, languages, software, programming",1320,Bjarne Stroustrup,https://awards.acm.org/award-recipients/stroustrup_1652833,https://dblp.org/pid/s/BjarneStroustrup,https://scholar.google.com/citations?user=Rr9Y8acAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Rr9Y8acAAAAJ
"for co-authoring of 'the recovery manager of the system r database manager', the best paper in the area of programming systems and languages.",1.0958585,6.761307,5,"query, systems, data, management, database",1322,Bruce Lindsay,https://awards.acm.org/award-recipients/lindsay_1238732,https://dblp.org/pid/288/0534,https://scholar.google.com/citations?user=YT1C7RIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=YT1C7RIAAAAJ
for pioneering work in the design and implementation of scalable shared memory multiprocessors.,-0.756102,5.0586596,9,"memory, systems, distributed, parallel, computing",1323,Burton Smith,https://awards.acm.org/award-recipients/smith_1148832,https://dblp.org/pid/64/4805,https://scholar.google.com/citations?user=b6KgeNEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=b6KgeNEAAAAJ
"for contributions to the development of distributed, personal computing environments and the technology for their implementation: workstations, networks, operating systems, programming systems, displays, security, and document publishing.",0.4569568,6.6895313,9,"memory, systems, distributed, parallel, computing",1324,Butler W Lampson,https://awards.acm.org/award-recipients/lampson_1142421,https://dblp.org/pid/l/ButlerWLampson,,
"for his contributions to the formation of the minicomputer as embodied in the pdp-5 and pdp-8; the architecture and implementation of the first commercial, interactive timesharing computer; his pioneering work in the field of hardware descriptive languag",0.23823512,7.017165,9,"memory, systems, distributed, parallel, computing",1325,C Gordon Bell,https://awards.acm.org/award-recipients/bell_1145655,https://dblp.org/pid/b/GBell,,
"professor liu is an educator in the truest sense of the word. he is a highly regarded author of computer science textbooks, a superb teacher, inside and outside the classroom, and has contributed significantly to computer science educational programs at both the national and international levels.",0.14612468,9.239863,4,"service, science, computing, acm, computer",1326,C.L. Liu,https://awards.acm.org/award-recipients/liu_1746825,https://dblp.org/pid/30/5444,https://scholar.google.com/citations?user=T_DdQlAAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=T_DdQlAAAAAJ
"for his outstanding service to the computing community through professional, managerial, and technical contributions, both nationally and internationally.",-0.37132394,9.315533,4,"service, science, computing, acm, computer",1328,Carl Hammer,https://awards.acm.org/award-recipients/hammer_1013325,https://dblp.org/pid/83/3210,,
"in recognition of over thirty-five years of distinguished, valuable, essential, and lasting contributions and service to the government, academic and professional computing community, as a computer scientist, educator, administrator, and acm leader.",-0.060514316,9.602123,4,"service, science, computing, acm, computer",1329,Charles L Bradshaw,https://awards.acm.org/award-recipients/bradshaw_1002732,https://dblp.org/pid/199/7422,,
for conceiving and guiding the development of the xerox alto system demonstrating that a distributed personal computer system can provide a desirable and practical alternative to time-sharing.,0.1805058,6.9597383,4,"service, science, computing, acm, computer",1330,Charles P Thacker,https://awards.acm.org/award-recipients/thacker_1336106,https://dblp.org/pid/58/4470,,
for the development of automatic computational techniques for the solution of stiff differential equations.,2.7042975,8.625709,2,"combinatorial, computational, theory, complexity, algorithms",1331,Charles W Gear,https://awards.acm.org/award-recipients/gear_1039577,https://dblp.org/pid/g/CWilliamGear,,
for establishing several key aspects of the theoretical basis for logic programming and providing a resolution theorem prover to carry out a programming task by constructing the result which the computer program is to compute. for proving the construc,-0.8725316,7.2148542,3,"systems, verification, languages, software, programming",1332,Cordell Green,https://awards.acm.org/award-recipients/green_1063429,https://dblp.org/pid/69/2492,,
"for their joint paper 'finite automataand their decision problem,' which introduced the idea of nondeterministic machines, which has proved to be an enormously valuable concept.  their (scott & rabin) classic paper has been a continuous source of inspiration for subsequent work in this field.",1.2772765,9.1983385,4,"service, science, computing, acm, computer",1333,Dana S Scott,https://awards.acm.org/award-recipients/scott_1193622,https://dblp.org/pid/s/DanaSScott,https://scholar.google.com/citations?user=EsIyIQsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=EsIyIQsAAAAJ
"for their pioneering work in programming environments that integrated source-language debuggers, fully compatible integrated interpreter/compiler, automatic change management, structure-based editing, logging facilities, interactive graphics, and analysi",-1.1959243,7.716416,3,"systems, verification, languages, software, programming",1334,Daniel Bobrow,https://awards.acm.org/award-recipients/bobrow_1039502,https://dblp.org/pid/b/DGBobrow,https://scholar.google.com/citations?user=95OEG6IAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=95OEG6IAAAAJ
"for the invention of visicalc, a new metaphor for data manipulation that galvanized personal computing in industry.",0.3514164,7.803017,7,"cooperative, computing, computer, interaction, human",1336,Daniel S Bricklin,https://awards.acm.org/award-recipients/bricklin_2836799,,,
in recognition of outstanding technical and professional achievements in the field of information technology.,-0.2534892,9.40613,4,"service, science, computing, acm, computer",1337,Daniel Siewiorek,https://awards.acm.org/award-recipients/siewiorek_1202035,https://dblp.org/pid/50/842,https://scholar.google.com/citations?user=B13SvmAAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=B13SvmAAAAAJ
"a brilliant expositor, he has exposed laymen to deep computer science concepts through his widely acclaimed book algorithmics, the spirit of computing (1987) and through numerous lectures to a variety of audiences. his work on israeli national councils and ministerial committees is profoundly influencing curricula at both the high-school and university level.",0.32145414,9.09072,4,"service, science, computing, acm, computer",1338,David Harel,https://awards.acm.org/award-recipients/harel_1741164,https://dblp.org/pid/h/DavidHarel,https://scholar.google.com/citations?user=E20Gzu0AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=E20Gzu0AAAAJ
"for his impact on the field of supercomputing, including his work in shared memory multiprocessing, clustered memory hierarchies, computer technology, and application/library tuning.",-0.4196041,5.557973,9,"memory, systems, distributed, parallel, computing",1339,David J Kuck,https://awards.acm.org/award-recipients/kuck_1018449,https://dblp.org/pid/59/1867,,
"designed the programming system of edsac (1949, cambridge university) the first usable computer. incorporated the experience gained in the coherent system (input, output, order codes and rom facilities) for edsac 2 in 1956.",-0.28747106,8.187682,4,"service, science, computing, acm, computer",1340,David John Wheeler,https://awards.acm.org/award-recipients/wheeler_1002054,,,
"for co-authoring of 'an axiomatic proof technique for parallel programs i', the best paper in the area of programming systems and languages.",-0.07918665,7.519941,3,"systems, verification, languages, software, programming",1341,David Joseph Gries,https://awards.acm.org/award-recipients/gries_1028422,,,
for the richness of insights¿provided into system software design characteristics that provide for system change.  the award winning work is entitled design software for ease of extension and contraction.,-1.5774766,8.421893,3,"systems, verification, languages, software, programming",1342,David Lorge Parnas,https://awards.acm.org/award-recipients/parnas_1043744,https://dblp.org/pid/p/DLParnas,https://scholar.google.com/citations?user=t8GDoiMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=t8GDoiMAAAAJ
"professor patterson is a quintessential example of a professor who combines highest intellectual ability and technical expertise with a total dedication to his role as a teacher, mentor, and friend of his students.",0.2075857,9.277724,4,"service, science, computing, acm, computer",1343,David Patterson,https://awards.acm.org/award-recipients/patterson_2316693,https://dblp.org/pid/15/2345-2,https://scholar.google.com/citations?user=Wj4ZBFIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Wj4ZBFIAAAAJ
"co-inventor of the ethernet local area network. developer of early prototypes of internet protocols, file servers, gateways and network interface cards.",1.6123955,3.242531,8,"protocols, internet, systems, networks, wireless",1344,David R. Boggs,https://awards.acm.org/award-recipients/boggs_1486315,https://dblp.org/pid/98/5887,,
the ingres and system r systems demonstrated that a practical and efficient database management system (dbms) could be implemented based on the relational data model. these systems were full-function dbms's that supported non-procedural,1.286767,6.5331306,5,"query, systems, data, management, database",1345,Donald Chamberlin,https://awards.acm.org/award-recipients/chamberlin_1060045,https://dblp.org/pid/c/DDChamberlin,,
"for the design and implementation of tex, an innovative tool for the computer composition of documents of high typographical quality.",0.0731577,7.263512,7,"cooperative, computing, computer, interaction, human",1346,Donald E Knuth,https://awards.acm.org/award-recipients/knuth_1013846,https://dblp.org/pid/k/DonaldEKnuth,https://scholar.google.com/citations?user=t0yrrzQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=t0yrrzQAAAAJ
for the design of the postscript page description language and its implementation.,-0.47368774,7.1758094,3,"systems, verification, languages, software, programming",1347,Douglas K Brotz,https://awards.acm.org/award-recipients/brotz_2046019,https://dblp.org/pid/58/3707,,
"the paper by matson, gecsel, slutz and traiger advances the art of performance evaluation of computing systems by intorducing a method of computing a large number of different performance measures in a single pass through a computer program.",-0.40254208,5.4344563,9,"memory, systems, distributed, parallel, computing",1348,Donald R Slutz,https://awards.acm.org/award-recipients/slutz_1111400,https://dblp.org/pid/33/6589,,
"for his dedicated service as founder and moderator of the acm forum on risks to the public in the use of computers and related systems. his work with risks forum on-line, in the software engineering notes, and in cacm has increased awareness of security",-0.38731647,9.016505,4,"service, science, computing, acm, computer",1349,Peter G Neumann,https://awards.acm.org/award-recipients/neumann_1006303,https://dblp.org/pid/n/PeterGNeumann,,
"bernard galler has served acm in a number of capacities: as president from 1968-1970; chairman of the turing award committee and the government organization committee. he has been particularly active in afips where he chaired their special committee on electronic funds transfer systems and is currently editor- in-chief of its annals of the history of computing. galler was also a member of the computer science and technology board, national academy of sciences - national research council from 1977-1979; member of the advisory committee for the nsf office for computing activities (1971-1974); member of the steering committee of the nsf cosers study since 1975.",0.023421254,9.667305,4,"service, science, computing, acm, computer",1351,Bernard A Galler,https://awards.acm.org/award-recipients/galler_1009877,https://dblp.org/pid/g/BernardAGaller,,
"by his diligence and singular leadership in computer science curricula development and accreditation, national and international conferences, and technical journal founding and development, gerald engel has made lasting contributions to the computing profession throughout the last two decades.",0.055419434,9.112525,4,"service, science, computing, acm, computer",1352,Gerald L Engel,https://awards.acm.org/award-recipients/engel_1104827,https://dblp.org/pid/41/5383,,
"her service to the broad computing community spans some twenty years and includes significant contributions to curriculum development, certification standards, vocational education professional ethics.",-0.2720436,9.129465,4,"service, science, computing, acm, computer",1354,Joyce Currie Little,https://awards.acm.org/award-recipients/little_1152974,https://dblp.org/pid/28/551,,
"for co-authoring of 'the recovery manager of the system r database manager', the best paper in the area of programming systems and languages.",1.1060652,6.7754374,5,"query, systems, data, management, database",1355,Michael W Blasgen,https://awards.acm.org/award-recipients/blasgen_1420736,https://dblp.org/pid/172/8567,,
"for their pioneering work in programming environments that integrated source-language debuggers, fully compatible integrated interpreter/compiler, automatic change management, structure-based editing, logging facilities, interactive graphics, and analysis",-1.2074535,7.740704,3,"systems, verification, languages, software, programming",1356,Richard R. Burton,https://awards.acm.org/award-recipients/burton_1914241,https://dblp.org/pid/198/8286,,
"for outstanding contributions to acm publications, having served on the editorial board of the journal of the acm from 1969 through 1985; four of these years as editor-in-chief.",-0.034543395,9.65695,4,"service, science, computing, acm, computer",1357,Ed Coffman,https://awards.acm.org/award-recipients/coffman_1016856,https://dblp.org/pid/c/EdwardGCoffmanJr,,
"for his fundamental and continuing contributions to the theory and practice of database management systems. he originated the relational approach to database management in a series of research papers published commencing in 1970. his paper 'a relational model of data for large shared data banks' was a seminal paper, in a continuing and carefully developed series of papers. dr. codd built upon this space and in so doing has provided the impetus for widespread research into numerous related areas, including database languages, query subsystems, database semantics, locking and recovery, and inferential subsystems.",1.301273,6.621649,5,"query, systems, data, management, database",1358,Edgar F Codd,https://awards.acm.org/award-recipients/codd_1000892,https://dblp.org/pid/c/EFCodd,,
"edsger dijkstra was a principal contributor in the late 1950's to the development of the algol, a high level programming language which has become a model of clarity and mathematical rigor.  he is one of the principal exponents of the science and art of programming languages in general, and has greatly contributed to our understanding of their structure, representation, and implementation. his fifteen years of publications extend from theoretical articles on graph theory to basic manuals, expository texts, and philosophical contemplations in the field of programming languages.",-0.54042864,8.014144,4,"service, science, computing, acm, computer",1359,Edsger W Dijkstra,https://awards.acm.org/award-recipients/dijkstra_1053701,https://dblp.org/pid/d/WEDijkstra,https://scholar.google.com/citations?user=g875mLgAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=g875mLgAAAAJ
for the design of the postscript page description language and its implementation.,-0.5174986,7.1538534,3,"systems, verification, languages, software, programming",1360,Edward A Taft,https://awards.acm.org/award-recipients/taft_2615318,https://dblp.org/pid/52/147,,
"for his contribution to acm and to the computing community, particularly in the field of publications and publications policy.",-0.3175877,9.647578,4,"service, science, computing, acm, computer",1362,Eric A Weiss,https://awards.acm.org/award-recipients/weiss_1004613,https://dblp.org/pid/37/4603,,
"for his pioneering work organizing the concepts and leading the development of the general-purpose, large-scale, time-sharing and resource-sharing computer systems, ctss and multics.",0.87299764,4.9513307,9,"memory, systems, distributed, parallel, computing",1363,Fernando J Corbato,https://awards.acm.org/award-recipients/corbato_1009471,https://dblp.org/pid/c/FernandoJCorbato,,
"for co-authoring the paper ""a program data flow analysis procedure""",-0.12172692,7.404378,3,"systems, verification, languages, software, programming",1364,Frances Allen,https://awards.acm.org/award-recipients/allen_1012327,https://dblp.org/pid/a/FEAllen,https://scholar.google.com/citations?user=6DN5mXsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=6DN5mXsAAAAJ
for his dedicated and effective leadership as chair of the conference board and in many other conference management posts over the past decade. his superb guidance of sig and acm conferences has greatly advanced this important area of sig and acm service to members and to the profession.,-0.33947113,9.834451,4,"service, science, computing, acm, computer",1365,Frank Friedman,https://awards.acm.org/award-recipients/friedman_1251891,https://dblp.org/pid/287/8232,,
"the selection committee for this award feels that franz alt's contributions to the computing community and to the acm, as exemplified by the efforts he expended in the work of the early days of the association, make him the most appropriate single individual to receive this first acm distinguished service award.",-0.23659575,9.610254,4,"service, science, computing, acm, computer",1366,Franz L Alt,https://awards.acm.org/award-recipients/alt_1000199,https://dblp.org/pid/a/FranzLAlt,,
for helping insure acm's effective and valuable participation in establishing and operating the institute for certification of computer professionals.,-0.5395703,9.706976,4,"service, science, computing, acm, computer",1367,Fred H Harris,https://awards.acm.org/award-recipients/harris_1087477,https://dblp.org/pid/06/421-1,https://scholar.google.com/citations?user=kDsoUH0AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=kDsoUH0AAAAJ
"for outstanding innovations in computer architecture, including pipelining, instruction look-ahead, and cache memory.",-1.4199749,5.070722,9,"memory, systems, distributed, parallel, computing",1368,Frederick Brooks,https://awards.acm.org/award-recipients/brooks_1002187,https://dblp.org/pid/b/FrederickPBrooksJr,https://scholar.google.com/citations?user=_h65cfgAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=_h65cfgAAAAJ
"for his important and pioneering work in teaching introductory computer science. among his many contributions in this area ate the scheme programming language, and the well known text structure and interpretation of computer programs, written with harold abelson.",-0.63290995,7.879867,4,"service, science, computing, acm, computer",1369,Gerald Sussman,https://awards.acm.org/award-recipients/sussman_1929868,https://dblp.org/pid/s/GeraldJSussman,,
"for his general contributions to the development of higher order symbolic programming, principally for his advancement of lexical scoping in lisp.",-1.1247197,7.3054357,3,"systems, verification, languages, software, programming",1370,Guy L Steele,https://awards.acm.org/award-recipients/steele_1261585,https://dblp.org/pid/s/GuyLSteeleJr,https://scholar.google.com/citations?user=Ur3sFscAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Ur3sFscAAAAJ
"for his work on eniac; design and construction of ace-pilot model, swac, bendix g15, and uc berkeley time-sharing computer; edited computer handbook, and is a past president of the acm.",0.048877325,8.724309,4,"service, science, computing, acm, computer",1371,Harry D Huskey,https://awards.acm.org/award-recipients/huskey_1000678,https://dblp.org/pid/08/5096,,
for major contributions to computer architecture and for pioneering the application of integrated circuits for computer purposes. for serving as architect of the texas instruments scientific computer and for playing a leading role in many other computing developments in that company.,-1.8484565,5.196198,4,"service, science, computing, acm, computer",1372,Harvey G Cragon,https://awards.acm.org/award-recipients/cragon_1079995,https://dblp.org/pid/80/7019,,
"in joint scientific efforts extending over twenty years, initially in collaboration with j.c. shaw at the rand corporation, and subsequently with numerous faculty and student collegues at carnegie-mellon university, they have made basic contributions to artificial intelligence, the psychology of human cognition, and list processing.",0.6555286,9.216197,4,"service, science, computing, acm, computer",1373,Herbert A Simon,https://awards.acm.org/award-recipients/simon_1031467,https://dblp.org/pid/16/6065,https://scholar.google.com/citations?user=tk2qT34AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=tk2qT34AAAAJ
"for lengthy, effective and dedicated service to acm in many roles including chairman of the external activities board and, in particular, for his service as chair of the intersociety liaison committee.",-0.3287798,9.774394,4,"service, science, computing, acm, computer",1374,Herbert Maisel,https://awards.acm.org/award-recipients/maisel_1705730,https://dblp.org/pid/27/474,,
"the ingres and system r systems demonstrated that a practical and efficient database management system (dbms) could be implemented based on the relational data model. these systems were full-function dbms's that supported non-procedural query languages (quel and sql), automatic query optimization, alternative storage structures, transactions, crash recovery, views, integrity, and protection. they have revolutionized the database system industry by showing how data stored in a computer can be conveniently accessed by end users and while at the same time it can be used by production application programs.",1.371414,6.5562267,5,"query, systems, data, management, database",1375,Irv Traiger,https://awards.acm.org/award-recipients/traiger_N012401,https://dblp.org/pid/17/2969,,
"for his pioneering and visionary contributions to computer graphics, starting with sketchpad, and continuing after. sketchpad, though written twenty-five years ago, introduced many techniques still important today. these include a display file for screen",5.5244794,9.239106,6,"rendering, image, graphics, computer, vision",1376,Ivan Sutherland,https://awards.acm.org/award-recipients/sutherland_3467412,https://dblp.org/pid/35/5713,,
for contributions to the advancement of combined hardware and software design through innovations in data flow architectures.,-1.5405953,5.4673867,3,"systems, verification, languages, software, programming",1379,Jack Dennis,https://awards.acm.org/award-recipients/dennis_1022664,https://dblp.org/pid/178/4442,,
"for championing the rights of scientists to practice their profession freely and openly, for bringing to public attention the names of scientists deprived of their scientific freedom and human rights, and for giving these victims hope and making them aware of acm's support.",-0.25066295,9.745115,4,"service, science, computing, acm, computer",1380,Jack Minker,https://awards.acm.org/award-recipients/minker_1010784,https://dblp.org/pid/m/JackMinker,https://scholar.google.com/citations?user=SQ1eGN4AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=SQ1eGN4AAAAJ
"for his outstanding contributions over many years in inspiring and supporting acm's volunteers, in serving as acm's collective conscience and memory, and in uniting the volunteers and the professional staff into a single team working to fulfill acm's potential.",-0.5073287,9.770502,4,"service, science, computing, acm, computer",1381,James M Adams,https://awards.acm.org/award-recipients/adams_1021609,https://dblp.org/pid/144/4286,J,
"for dedicated, tireless and dynamic leadership in service to acm and the computing community. for advancing the art and science of computer programing languages and recording its history.",-0.4453298,9.287181,4,"service, science, computing, acm, computer",1382,Jean E Sammet,https://awards.acm.org/award-recipients/sammet_1004423,https://dblp.org/pid/14/5331,,
"for their pioneering work on augmenting human intellect with hypertext, outline processors, and video conferencing that was implemented in the nls system [on line system] (1968).",4.2009397,4.62237,7,"cooperative, computing, computer, interaction, human",1383,Jeff Rulifson,https://awards.acm.org/award-recipients/rulifson_1481993,https://dblp.org/pid/12/4903,,
the ingres and system r systems demonstrated that a practical and efficient database management system (dbms) could be implemented based on the relational data model. these systems were full-function dbms's that supported non-procedural query languages (,1.3090703,6.5265436,5,"query, systems, data, management, database",1384,Jim Gray,https://awards.acm.org/award-recipients/gray_3649936,https://dblp.org/pid/261/3452,https://scholar.google.com/citations?user=Dn4kkYUAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Dn4kkYUAAAAJ
"for many years of dedicated service to acm and the computing community with special contributions in the areas of computing standards, history of computing, and advancing computer science professionalism.",-0.23475595,9.56565,4,"service, science, computing, acm, computer",1385,John A Lee,https://awards.acm.org/award-recipients/lee_1187137,https://dblp.org/pid/l/JohnANLee,,
for fundamental achievements in the design and analysis of algorithms and data structures.,2.4943473,8.501277,2,"combinatorial, computational, theory, complexity, algorithms",1386,John E Hopcroft,https://awards.acm.org/award-recipients/hopcroft_1053917,https://dblp.org/pid/h/JohnEHopcroft,,
"for his wisdom and skill as a principal architect of sig and overall acm finances over the past decade, and in addition for his leadership of the group that guided the choice of acm's new headquarters location.",-0.33780545,9.846033,4,"service, science, computing, acm, computer",1387,John H Esbin,https://awards.acm.org/award-recipients/esbin_1090935,https://dblp.org/pid/83/5016,,
dr. mccarthy's lecture 'the present state of research on artificial intelligence' is a topic that covers the area in which he has achieved considerable recognition for his own work.,1.3728709,8.955429,1,"machine, natural, artificial, intelligence, learning",1388,John McCarthy,https://awards.acm.org/award-recipients/mccarthy_1118322,https://dblp.org/pid/166/8026,https://scholar.google.com/citations?user=SuVID2wAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=SuVID2wAAAAJ
"for his contribution to very large scale integrated circuit computer aided design. his systems, caesar and magic, have demonstrated that effective cad systems need not be expensive, hard to learn, or slow.",-2.2632473,4.9999595,3,"systems, verification, languages, software, programming",1389,John Ousterhout,https://awards.acm.org/award-recipients/ousterhout_1957745,https://dblp.org/pid/o/JohnKOusterhout,https://scholar.google.com/citations?user=nDH-AqwAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=nDH-AqwAAAAJ
"for pioneering research on information-based complexity, computational finance, optimal iteration theory, parallel computing, national science policy, and for leadership in computing education.",-0.124570854,5.9889374,2,"combinatorial, computational, theory, complexity, algorithms",1390,Joseph Traub,https://awards.acm.org/award-recipients/traub_1015205,https://dblp.org/pid/t/JFTraub,,
in recognition of their seminal paper which established the foundations for the field of computational complexity theory.,1.503807,9.165892,2,"combinatorial, computational, theory, complexity, algorithms",1392,Juris Hartmanis,https://awards.acm.org/award-recipients/hartmanis_1059260,https://dblp.org/pid/84/5656,,
"for their pioneering work in programming environments that integrated source-language debuggers, fully compatible integrated interpreter/compiler, automatic change management, structure-based editing, logging facilities, interactive graphics, and analysi",-1.1913059,7.7649145,3,"systems, verification, languages, software, programming",1394,L Peter Deutsch,https://awards.acm.org/award-recipients/deutsch_2925352,https://dblp.org/pid/d/LPeterDeutsch,,
for her diligent work and commitment to the development and growth of sigchi and for her creative spark and skilled workmanship which guided the research and publication of the dataplan committee reports.,-0.2268375,8.890553,4,"service, science, computing, acm, computer",1395,Lorraine Borman,https://awards.acm.org/award-recipients/borman_1120344,https://dblp.org/pid/06/6758,,
in recognition of his chairing and directing the publications planning committee which produced a long term policy framework and the current implementation plan for acm publications.,-0.30795786,9.728304,4,"service, science, computing, acm, computer",1396,M Stuart Lynn,https://awards.acm.org/award-recipients/lynn_1121771,https://dblp.org/pid/60/3529,,
"professor wilkes is best known as the builder and designer of the edsac, the first computer with an internally stored program. built in 1949, the edsac used a mercury delay line memory. he is also known as the author, with wheeler and gill, of a volume on 'preparation of programs for electronic digital computers' in 1951, in which program libraries were effectively introduced.",-0.092505015,8.465496,4,"service, science, computing, acm, computer",1398,Maurice V. Wilkes,https://awards.acm.org/award-recipients/wilkes_1001395,https://dblp.org/pid/w/MauriceVWilkes,,
"since 1969, lehman has developed the study of software evolution, laws governing it and a principle of software uncertainty all confirmed in his feast project.",-1.7956381,8.441753,4,"service, science, computing, acm, computer",1399,Meir Lehman,https://awards.acm.org/award-recipients/lehman_1008853,https://dblp.org/pid/l/MeirMLehman,https://scholar.google.com/citations?user=kuIeDVQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=kuIeDVQAAAAJ
"for his important and seminal contribution to processor organization and classification, computer arithmetic, and performance evaluation.",-1.3334638,4.9021916,9,"memory, systems, distributed, parallel, computing",1400,Michael J Flynn,https://awards.acm.org/award-recipients/flynn_1033000,https://dblp.org/pid/f/MichaelJFlynn,,
the ingres and system r systems demonstrated that a practical and efficient database management system (dbms) could be implemented based on the relational data model.,1.3132296,6.562008,5,"query, systems, data, management, database",1401,Michael Stonebraker,https://awards.acm.org/award-recipients/stonebraker_1172121,https://dblp.org/pid/s/MichaelStonebraker,,
"in recognition of his organization of and continuing efforts in the annual acm computer chess championship. throughout the 20 years of the event, he has been a major force in its operation, has authored one of the competitors (ostrich), and has encouraged young acm members to develop computer chess programs and to compete.",-0.39851013,9.5722,4,"service, science, computing, acm, computer",1402,Monroe Newborn,https://awards.acm.org/award-recipients/newborn_1210657,https://dblp.org/pid/n/MontyNewborn,,
"for developing a sequence of innovative computer languages, euler, algol-w, modula and pascal.  pascal has become pedagogically significant and has provided a foundation for future computer language, systems, and architectural research.",-0.7060949,7.794352,3,"systems, verification, languages, software, programming",1404,Niklaus E Wirth,https://awards.acm.org/award-recipients/wirth_1025774,https://dblp.org/pid/w/NiklausWirth,,
"for co-authoring of 'the recovery manager of the system r database manager', the best paper in the area of programming systems and languages.",1.1651937,6.7223406,5,"query, systems, data, management, database",1406,Paul R McJones,https://awards.acm.org/award-recipients/mcjones_1169911,https://dblp.org/pid/m/PaulRMcJones,,
"for contributions to information theory, including data compression and error correction applicable to digital communications and to computation.",2.4905636,9.27288,2,"combinatorial, computational, theory, complexity, algorithms",1407,Peter Elias,https://awards.acm.org/award-recipients/elias_1192715,https://dblp.org/pid/e/PeterElias,https://scholar.google.com/citations?user=8BJBG7YAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=8BJBG7YAAAAJ
"for outstanding service to acm in many capacities over many years -- including president, council member, chairman of the editorial committee, editor-in-chief of computing surveys and communications of the acm, and for notable contributions to the computing profession as an author, editor, and communicator.",-0.15058745,9.735033,4,"service, science, computing, acm, computer",1408,Peter J Denning,https://awards.acm.org/award-recipients/denning_1058098,,,
for the pioneering implementation of parallel computers and for contributions to interconnection network theory.,0.14009108,5.473235,9,"memory, systems, distributed, parallel, computing",1409,Kenneth E Batcher,https://awards.acm.org/award-recipients/batcher_1044908,,,
