Citation,x,y,cluster,keywords,Index,Full Name
"an outstanding computer scientist, with unusually diverse, original and deep accomplishments, like showing primes in np, inventing dynamic logic, helping start sun, and solidifying concurrency.",-0.44465205,1.8683059,4,"service, science, computing, acm, computer",1201,Vaughan Ronald Pratt
for contributions to empirical software engineering.,-1.0273105,-4.0039716,9,"systems, verification, languages, programming, software",1202,Victor Basili
"professor yuri gurevich is an internationally acclaimed researcher, educator, and leader in the field of foundational issues of computer science.",-0.33704683,1.4585134,4,"service, science, computing, acm, computer",1203,Yuri Gurevich
"zvi kedem has developed crucial enabling innovations in key areas of information technology and their foundational underpinnings: in computer graphics, database systems, and parallel computing.",-0.8377435,2.7217448,4,"service, science, computing, acm, computer",1204,Zvi Kedem
"for contributions to interconnection networks, high-performance computer architecture, system reliability, and scheduling techniques.",-6.515661,1.1091915,3,"performance, parallel, design, memory, computing",1205,Alfred V Aho
"tanenbaum has made exceptional contributions to computer science education (textbooks, ph.d. students) and to research on operating systems for uniprocessors and distributed systems (minix, amoeba.)",-1.9727641,0.49644622,4,"service, science, computing, acm, computer",1206,Andrew S Tanenbaum
for contributions to fault tolerant computing and memory system performance measurement; for her support of women in computing with her creation of 'systers' and the grace hopper celebration of women in computing.,-4.639607,-2.7765346,3,"performance, parallel, design, memory, computing",1207,Anita Borg
for contributions to the development of operating system and parallel system software and to the advancement of science and technology in the united states.,-4.4540963,-0.10850893,3,"performance, parallel, design, memory, computing",1208,Anita K Jones
for technical and professional contributions to the field of software engineering.,-1.533034,-3.254559,4,"service, science, computing, acm, computer",1209,Anthony I Wasserman
"for contributions to the study of graph-theoretic models of computation, emphasizing theoretical studies of parallel algorithms and architectures, vlsi design and layout, and data structures.",-5.287134,2.1442194,3,"performance, parallel, design, memory, computing",1210,Arnold Rosenberg
"for contributions to knowledge-based systems research and applications, to statistical methods in pattern recognition, and to leadership in artificial intelligence.",7.5940857,0.7865954,1,"mining, artificial, natural, intelligence, learning",1211,B. Chandrasekaran
"for pioneering contributions in the fields of programming methodology, programming languages, and distributed systems.",-1.8302932,-5.561559,9,"systems, verification, languages, programming, software",1212,Barbara Liskov
bernard chazelle has made fundamental contributions in the design and analysis of algorithms in computational geometry.,2.9532156,6.614772,7,"combinatorial, computational, complexity, theory, algorithms",1213,Bernard Chazelle
"for excellence in physical design research, promotion of design automation through conference leadership, and pioneering effort in electronic design automation publications.",-2.3776543,3.4883685,4,"service, science, computing, acm, computer",1214,Bryan Preas
"for advances in real-time operating systems, optimizing compilers, computer architecture and software process; for leadership in computer science education; and for service to the computing profession.",-2.961832,-1.0797902,3,"performance, parallel, design, memory, computing",1215,Dennis Frailey
for contributions to the theory of information storage and retrieval and to the design and mathematical analysis of computer algorithms.,1.5047513,4.8514895,7,"combinatorial, computational, complexity, theory, algorithms",1216,Jeffrey S. Vitter
for contributions in shaping government science and technology policy regarding computer science and engineering and understanding and raising community awareness of broader policy issues raised by information technology.,-0.39684504,0.0016358122,4,"service, science, computing, acm, computer",1217,Fred W Weingarten
for pioneering contributions to associative network and relational database systems and sustained leadership role and management of innovative research and development for computer applications in the automotive industry.,3.0410044,-3.1884239,8,"systems, management, query, data, database",1218,George Dodd
"in a seminal 1977 paper, professor bochmann proposed a formal model for designing communication protocols. this was followed by many papers enlarging upon the concepts, so establishing the field of protocol engineering.",-11.044899,-3.9754522,0,"internet, systems, mobile, networks, wireless",1219,Gregor V Bochmann
"for research and contributions in the area of hierarchical data structures for applications in spatial data bases for computer graphics, image processing, geographic information systems, and robotics.",7.4910936,6.6141644,5,"interaction, human, graphics, vision, computer",1220,Hanan Samet
"for exceptional contributions to computer science research in operating systems and computer architecture, to education (through publications and students), and to the acm.",-1.8879819,0.50462514,4,"service, science, computing, acm, computer",1221,Henry M Levy
"for contributions to the study of how past behavior can expedite future interaction, in particular adaptive data compression, programming by demonstration, and machine learning.",7.218637,1.9634715,1,"mining, artificial, natural, intelligence, learning",1222,Ian Witten
for the development of intermediate program representations for program optimization and parallelization that are fundamental to current optimizing compilers.,-3.9719439,-5.867659,3,"performance, parallel, design, memory, computing",1223,Jeanne Ferrante
for outstanding achievements in the development of effective and influential distributed routing algorithms for peer networking and for many professional contributions to computer communication research.,-8.939632,-2.076372,0,"internet, systems, mobile, networks, wireless",1224,Jeffrey Jaffe
for leadership in establishing the discipline of mathematical software and in founding the journal acm transactions on mathematical software. for leadership in developing high level systems and problem solving environments for scientific and numerical applications. for serving to the computing profession in editorial and administrative positions.,-0.6003605,-0.065362826,4,"service, science, computing, acm, computer",1225,John Rice
"jose encarnacao was awarded the siggraph steven a. coons award for outstanding creative contributions to computer graphics for 1995.  dr. jose encarnacao is being recognized for his leadership in the international graphics standard efforts, and for his leadership in projects applying computer graphics to a broad range of industrial and medical applications.",-0.55854523,2.700186,4,"service, science, computing, acm, computer",1226,Jose L. Encarnacao
"in recognition of his contributions to the architecture, design, and realization of high performance 3d graphics hardware systems. these architectures define not only his company, but provide the high-performance 3d graphic facilities which enable scient",-1.6159118,6.5804915,5,"interaction, human, graphics, vision, computer",1227,Kurt B Akeley
"for several fundamental contributions to computational complexity theory, which have significantly affected the course of this field.",1.5867821,3.055711,7,"combinatorial, computational, complexity, theory, algorithms",1228,Larry Stockmeyer
"lawrence h. landweber has been a pioneer in the development of computer networks to support research and education. accomplishments include his founding role in csnet, the first community-based network, and his contribution to the internationalization of the internet.",-0.813687,1.3725142,4,"service, science, computing, acm, computer",1229,Lawrence H Landweber
"for outstanding technical, educational, and disciplinary leadership, and for significant contributions to theoretical computer science and to educational applications of computing technology.",-1.3793273,2.398496,4,"service, science, computing, acm, computer",1230,Maria Klawe
"for contributions to compiler technology and to the design, implementation, and analysis of algorithms.",-3.43044,-6.3900843,7,"combinatorial, computational, complexity, theory, algorithms",1231,Mark Wegman
"for efforts in establishing the computer science conferences, for development of educational programs in computer science, and for the early support of seminal computer research.",-1.2553166,1.5680946,4,"service, science, computing, acm, computer",1232,Marshall C Yovits
"for contributions to computer arithmetic, digital signal processing architectures, and electronic cad and outstanding service to acm/sig activities.",-7.0848827,3.3145642,3,"performance, parallel, design, memory, computing",1233,Mary Jane Irwin
for fundamental contributions to performance analysis of parallel computer architectures and for leadership in the computing research community.,-5.396766,1.0702157,3,"performance, parallel, design, memory, computing",1234,Mary K Vernon
"for significant contributions to software engineering, especially in the areas of software architecture, abstract data types, and software engineering education.",-1.5761942,-3.3528628,9,"systems, verification, languages, programming, software",1235,Mary M Shaw
"for his rare combination of fundamental theoretical contributions in automata theory and formal languages, service to acm, and entrepreneurial contributions.",-1.1852854,-2.3842077,9,"systems, verification, languages, programming, software",1236,Michael A Harrison
"for outstanding contributions to unix, research in information retrieval, and the design and implementation of multimedia digital libraries.",9.222389,-0.14394036,8,"systems, management, query, data, database",1237,Michael E Lesk
"for outstanding technical contributions to theoretical computer science, and for dedicated service to the computer science community.",0.62855196,2.5592463,4,"service, science, computing, acm, computer",1238,Michael J Fischer
"for contributions to computer vision including hierarchical representation, active sensing, analysis guided synthesis, multidimensional modeling, computational sensors, and multiprocessor architectures.",9.111016,4.633346,5,"interaction, human, graphics, vision, computer",1239,Narendra Ahuja
for his seminal contribution in applying graph theory to practical problems using computer and dissemination of knowledge through his books.,2.1099856,6.745007,4,"service, science, computing, acm, computer",1240,Narsingh Deo
for contributions to the theory and practice of efficient discrete event simulations.,-3.2751076,4.323411,3,"performance, parallel, design, memory, computing",1241,Philip Heidelberger
"proposed a new control-theoretic approach to computer systems modeling in the doctoral thesis, which was published in 'outstanding dissertations in computer sciences' series by garland publishing co. of new york.",0.65492785,5.984673,4,"service, science, computing, acm, computer",1242,Raj Jain
for significant research and educational contributions to data structures and the analysis of combinatorial algorithms.,2.5186841,5.6806836,7,"combinatorial, computational, complexity, theory, algorithms",1243,Edward M Reingold
"for fundamental contributions to theoretical computer science, information theory, and vlsi design, analysis and synthesis.",0.43273923,5.1664677,7,"combinatorial, computational, complexity, theory, algorithms",1244,John E Savage
"for superb research contributions in the areas of databases, multimedia systems and concurrency control, outstanding contribution to computer science education and outstanding service to the acm community.",2.6645508,-1.9645597,8,"systems, management, query, data, database",1245,Abraham Silberschatz
"for research, leadership and service in real-time computing.",-3.2340868,-0.3882663,2,"networks, parallel, computing, systems, distributed",1246,John A Stankovic
"he was a significant contributor to the deign and implementation of the multics time-sharing system and the mad compiler; sigplan chairman; cacm department editor; national acm lecturer; university of massachusetts computer science department chairman; and author of the textbook, principles of systems programming.",-1.0701153,0.80793285,4,"service, science, computing, acm, computer",1247,Robert M Graham
"for contributions to computer system design, engineering education, and government service.",-2.0667374,1.8197331,4,"service, science, computing, acm, computer",1248,Randy H. Katz
"for contributions to compiler technology, computer programming languages, scheduling, and analysis of algorithms.",-3.4579458,-6.309551,9,"systems, verification, languages, programming, software",1249,Ravi Sethi
"dr. nance's fundamental work in simulation environments has changed the profession. his unfailing effectiveness as editor, committee chair, and conference organizer helps make acm successful.",1.3770337,-0.08564451,4,"service, science, computing, acm, computer",1250,Richard E Nance
for contributions to the theory of queuing networks and their application to computer system performance evaluation.,-9.381963,-1.7665054,0,"internet, systems, mobile, networks, wireless",1251,Richard R Muntz
for introducing the paradigm of active perception in the field of machine perception and establishing and maintaining a world class robotic and intelligent systems laboratory.,8.821303,4.4487457,5,"interaction, human, graphics, vision, computer",1252,Ruzena Bajcsy
"for contributions to data structures, design and analysis of algorithms, multiprocessor scheduling, electronic computer aided design, and parallel computing.",-5.4304075,1.9903482,3,"performance, parallel, design, memory, computing",1253,Sartaj K Sahni
for outstanding contributions to error-control coding theory and fault tolerant systems; and service to acm lectureship and chapter activities.,-4.898799,-1.8734676,2,"networks, parallel, computing, systems, distributed",1254,TRN Rao
"for contributions to the design and analysis of efficient algorithms for planar graphs, network flows and vlsi routing.",-1.9087903,6.2602963,0,"internet, systems, mobile, networks, wireless",1255,Takao Nishizeki
"one of the pioneers of parallel algorithms research, dr. vishkin's seminal contributions played a leading role in forming and shaping what thinking in parallel has come to mean in the fundamental theory of computer science.",-0.6726263,2.2241223,4,"service, science, computing, acm, computer",1256,Uzi Vishkin
"for leadership in computing through academic and government administration, service to professional societies, and research on reliable systems, software testing and analysis.",-2.0618036,-3.4886649,4,"service, science, computing, acm, computer",1257,William Richards Adrion
"prof. barr is being recognized for his contribution to graphics, primarily for extending computer graphics shape modeling to include physically based and 'teleological' modeling.",8.668197,6.858548,5,"interaction, human, graphics, vision, computer",1258,Alan H Barr
"for significant research contributions in computational complexity, analysis of algorithms, data structures, communication complexity, and cryptographic protocols.",2.231176,3.4992537,7,"combinatorial, computational, complexity, theory, algorithms",1259,Andrew C Yao
for more than 42 years professor oettinger has served acm and computing and led in the establishment of the national communications and information resources policy.,0.32162443,0.7608164,4,"service, science, computing, acm, computer",1260,Anthony Oettinger
"dr. herzog has been a pioneer in recognizing new ideas and applications with computing, via distributed computing, networking and computer graphics. he has had a distinguished career in research and education in academia, business, and industry.",-0.62269306,2.3570597,4,"service, science, computing, acm, computer",1261,Bertram Herzog
"for contributions to the theory of mass storage systems, to the analysis and design of computer algorithms, and to the design of vlsi circuits.",0.6869268,5.1404405,7,"combinatorial, computational, complexity, theory, algorithms",1262,Chak-Kuen Wong
"for research in a number of areas in computer science including fast multiplication algorithm, minimum message length principle and its applications, random number generation, computer architecture, numerical solution of ode's, and contribution to australian computer science.",0.9918163,4.4225674,7,"combinatorial, computational, complexity, theory, algorithms",1263,Chris S Wallace
"for fundamental contributions to the areas of parallel database systems, database system benchmarking, and object-oriented database systems, and for outstanding service as an educator and a technical leader.",3.4078946,-3.3599157,8,"systems, management, query, data, database",1264,David DeWitt
"for his 20 years of acm leadership, his research management in theoretical and applied computer science, and his contributions to the public use of computing.",0.3472424,0.2801018,4,"service, science, computing, acm, computer",1265,David H Brandin
"for fundamental contributions to the theories of approximation algorithms and computational complexity, and for outstanding service to acm.",3.1124277,3.7734704,7,"combinatorial, computational, complexity, theory, algorithms",1266,David S Johnson
professor greenberg is both an expert in structural engineering and computer science. he is one of the outstanding researchers and contributors in computer graphics.,-0.563673,2.5700448,4,"service, science, computing, acm, computer",1267,Donald Greenberg
"for pioneering contributions to formal languages, compiler design, algorithm analysis, databases, parallel and fault-tolerant computing and for exemplary acm service including editorship of jacm.",-1.921341,-0.41706377,9,"systems, verification, languages, programming, software",1268,Daniel J Rosenkrantz
for technical leadership and professional contributions that advanced the field of computer and communications security and promoted the open exchange of ideas and information.,-0.21685366,-0.7153017,4,"service, science, computing, acm, computer",1269,Dorothy E Denning
for technical contributions improving the state of the art and state of the practice of software engineering.,-1.4316727,-3.7602952,9,"systems, verification, languages, programming, software",1270,John B Goodenough
"for outstanding contributions to the advancement of computing science through his leadership in the association for computing machinery (acm), computing science research, and computing science education.",0.32805416,0.5677607,4,"service, science, computing, acm, computer",1271,John R. White
"for fundamental insights into query optimization in relational databases, support for engineering applications, and functionality and architecture of object-oriented databases, and for extensive editorial service.",3.6643953,-3.6176515,8,"systems, management, query, data, database",1272,Won Kim
"for advancing the state of the art in computer systems and computer system performance analysis, and for significant technical, educational, and disciplinary leadership.",-1.4580107,2.503365,4,"service, science, computing, acm, computer",1273,Edward Lazowska
"dr. edwin e. catmull has made many and noteworthy advances in computer graphics as an individual researcher, as an inspiring leader in the field, as a director of organizations, and as a mentor for many.",-0.4922495,2.5299141,4,"service, science, computing, acm, computer",1274,Edwin Catmull
"erwin engeler is honored for his pioneering work on the interrelations between logic, computer science and scientific computation.",-0.4010322,1.3664433,4,"service, science, computing, acm, computer",1275,Erwin Engeler
"for significant research contributions in computational geometry, parallel algorithms, theory of vlsi layouts, fault diagnosis in computer systems, and algebraic coding theory.",2.4855466,6.0405955,7,"combinatorial, computational, complexity, theory, algorithms",1276,Franco P Preparata
"for work in semantics, methodology, and algorithms to support programming concurrent and distributed systems, particularly those intended for mission-critical settings.",-3.3605235,-0.9597324,9,"systems, verification, languages, programming, software",1277,Fred B Schneider
for foundational and most influential contributions over 30 years to information organization and retrieval and for 25 years of distinguished service to the acm.,0.61185944,0.8741365,4,"service, science, computing, acm, computer",1278,Gerard Salton
"for seminal contributions to our understanding and use of database management systems and medical informatics, and for outstanding service to the computer science community.",3.2976344,-2.3451753,8,"systems, management, query, data, database",1279,Gio Wiederhold
booch has pioneered the development of object-oriented analysis and design methods. he has also offered seminal contributions in software architecture and reusable software components.,-1.2501624,-3.2076213,9,"systems, verification, languages, programming, software",1280,Grady Booch
"for contributions to modeling and simulation theory, particularly the development and use of random number algorithms. for promotion of information security issues internationally. for service and leadership to acm's sig publications.",-3.1909757,4.4386125,4,"service, science, computing, acm, computer",1281,Harold J Highland
"dr. henry fuchs is internationally known for his contributions to high performance, parallel display architecture. he was a pioneer who recognized the importance of parallelism for graphic processors.",-0.79596686,2.5935326,3,"performance, parallel, design, memory, computing",1282,Henry Fuchs
"a computer pioneer who managed important space and technology projects, grosch is respected for discovering and describing the relationship between speed and cost of computers.",-0.89787215,2.2663171,4,"service, science, computing, acm, computer",1283,Herbert R J Grosch
"outstanding educator, author of textbooks of exemplary clarity and innovative content. influential contributions in data structures (trees, extendible hashing, gridfile) and software for geometry (geobench).",2.5917819,6.8331947,4,"service, science, computing, acm, computer",1284,J Nievergelt
"dr. turner whitted is being recognized for his important contribution to ray tracing. instead, he contributed what so many wish to contribute: a simple and elegant algorithm.",0.14578061,2.086621,4,"service, science, computing, acm, computer",1285,J Turner Whitted
"for significant advancements in the theory and practice of distributed computing, in particular for work on parallel program design and the development and use of unity.",-4.923214,0.7832016,3,"performance, parallel, design, memory, computing",1286,Jayadev Misra
"for seminal contributions to the foundations of computer science, compiler design, database systems, as well as outstanding contributions to computer science education.",-1.9223733,-0.8879033,9,"systems, verification, languages, programming, software",1287,Jeffrey D Ullman
"for outstanding contributions to the research and practice of achieving high performance on parallel computers, through innovations in programming language design and program optimization.",-4.616786,0.11907284,3,"performance, parallel, design, memory, computing",1288,Kenneth W Kennedy
"research and social impact of computing and facilitation of dialogue among concerned stakeholders, exemplified by institutionalizing within acm the conference on computers, freedom, and privacy.",0.935295,-1.2860022,6,"secure, systems, cryptography, security, privacy",1289,Lance Hoffman
for leadership in advancing the state of software engineering practice and technical contributions to design automation and software development environments.,-1.496322,-3.8209615,9,"systems, verification, languages, programming, software",1290,Larry Druffel
"for fundamental contributions to parallel computer programming, parallel computer architecture, and the theoretical foundations of computer science.",-5.353446,1.114601,3,"performance, parallel, design, memory, computing",1291,Larry Snyder
mr. bernstein is one of the founders of network management as a technology and as a scientific discipline. his systems currently support over 100 million customers.,-0.77522945,1.741284,4,"service, science, computing, acm, computer",1292,Lawrence Bernstein
loren carpenter is a pioneer in the design of algorithms for generating faster computer graphics; his images approach photographic realism. he has continued his work in large scale computer generated visuals.,9.040371,6.5065217,5,"interaction, human, graphics, vision, computer",1293,Loren C Carpenter
for fundamental contributions to the theory of complexity and algorithms and for outstanding service to acm.,2.2698803,3.44063,7,"combinatorial, computational, complexity, theory, algorithms",1294,Michael R Garey
pioneering and sustained contributions to supercomputing research and its application to the automotive industry in addition to distinguished  teaching and service in high-performance computing.,-0.65635824,2.1550865,4,"service, science, computing, acm, computer",1295,Myron Ginsberg
nancy leveson is the founder of the field of software safety and has developed safety techniques that are used by industry and other researchers worldwide.,-1.1357623,1.0012509,4,"service, science, computing, acm, computer",1296,Nancy Leveson
"for contributions to object-oriented technologies by type inference for smalltalk, microprocessor, fast interpreter, and a database, to multiprocessing by snoop cache, and to program verification.",-3.0148652,-6.480075,9,"systems, verification, languages, programming, software",1297,Norihisa Suzuki
"for contributions to the design and analysis of algorithms, the theory of computation, computational complexity, and parallel computing.",1.5839051,4.0904846,7,"combinatorial, computational, complexity, theory, algorithms",1298,Oscar Ibarra
for his leadership as acm president and in other offices; for contributions to programming language design and standardization; and to computing as author and lecturer.,0.16355298,0.24638864,4,"service, science, computing, acm, computer",1299,Paul W Abrahams
for fundamental contributions to the theory of the complexity of algorithms and for a career of exceptional service to the computing research and education community.,0.8838222,2.9458761,4,"service, science, computing, acm, computer",1300,Paul Young
for many 27 years professor wegner has been an initiating leader in acm's educational and publication efforts while inspiring several generations of computer scientists.,-0.051358424,1.1586545,4,"service, science, computing, acm, computer",1301,Peter Wegner
"a longstanding originator and promoter of formal and rigorous methods for software design and construction, especially the vienna development method (vdm).",-0.66930896,-4.199193,9,"systems, verification, languages, programming, software",1302,Cliff B Jones
ashenhurst's most notable contributions in 31 years of acm leadership were 14 years as monograph series editor and 17 years as editor of cacm forum.,0.8054138,0.7472432,4,"service, science, computing, acm, computer",1303,R L Ashenhurst
for seminal and significant contributions in theoretical computer science research.,0.22737119,1.8835924,4,"service, science, computing, acm, computer",1304,Richard E. Ladner
"for research in the areas of parallel algorithms, computational number theory, multiple-precision arithmetic, computational complexity and numerical analysis, and leadership in australian computer science.",1.0742996,4.3959246,7,"combinatorial, computational, complexity, theory, algorithms",1305,Richard P Brent
"for fundamental contributions to the field of logic and its computational aspects, especially his work on providing mechanical assistance in problem solving through the software system nuprl.",0.25416458,4.3966136,9,"systems, verification, languages, programming, software",1306,Robert Constable
author of over 100 journal articles and several books on information systems and leader in acm sig conference activities for over a decade.,0.9688661,0.5215843,4,"service, science, computing, acm, computer",1307,Roy F Rada
"for contributions to the theory and applications of learning algorithms, parallel processing and interconnection networks.",-5.4735403,1.9358103,7,"combinatorial, computational, complexity, theory, algorithms",1308,S Lakshmivarahan
for contributions to the theory of parallel computing.,-5.444744,1.1156973,3,"performance, parallel, design, memory, computing",1309,Sambasiva Kosaraju
for outstanding contributions to the research and practice of software development environments and for leadership and innovation in acm's special interest group on programming languages.,-1.095143,-4.802835,9,"systems, verification, languages, programming, software",1310,Stuart Feldman
for fundamental contributions to the design and analysis of algorithms and outstanding service to the theoretical computer science community.,1.2426293,3.044808,7,"combinatorial, computational, complexity, theory, algorithms",1311,Zvi Galil
"for three distinct and complete achievements: 1) lcf, the mechanization of scott's logic of computable functions, probably the first theoretically based yet practical tool for machine-assisted proof construction; 2) ml, the first language to include polymorphic type inference together with a type-safe exception-handling mechanism; 3) ccs, a general theory of concurrency. in addition, he formulated and strongly advanced full abstraction, the study of the relationship between operational and denotational semantics.",-1.229944,-6.888864,9,"systems, verification, languages, programming, software",1312,A J Milner
"in recognition of his extensive and productive participation in the management of professional society policies and operations. dr. finerman has been actively involved in the space program and other technical activities worldwide in addition to his years of service to such organizations such as share, afips, and acm.",1.4331288,-0.43575242,4,"service, science, computing, acm, computer",1313,Aaron Finerman
"for seminal contributions to object-oriented programming and related programming techniques. the theories of languages and development systems known as smalltalk laid the foundation for explorations in new software methodologies, graphical user interfa",-0.2871518,-5.9714103,9,"systems, verification, languages, programming, software",1314,Adele Goldberg
"dr. allen b. tucker was co-chair of the acm/ieee computer society joint curriculum task force, and editor of the task force report, computing curricula '91. this and mark report provides a framework for evolving computer science curricula through the '90's, serving as both a practical tool and a theoretical foundation for curriculum design. dr. tucker has also been a major contributor to previous computer science curriculum efforts and is widely recognized for his dedication and leadership in the development of computer science as an academic discipline.",-0.16029741,1.0466399,4,"service, science, computing, acm, computer",1315,Allen Tucker
"for sustained contributions to computer science and education, especially in the areas of graphics and user interfaces. through his writings, programs, films, and personal enthusiasm, he has inspired generations of students at brown university and computer users everywhere.",-0.7104205,2.5676448,4,"service, science, computing, acm, computer",1316,Andries van Dam
"for a range of accomplishments as an author, educator, human rights advocate, and in the management of technical societies.",0.9923258,0.25653216,4,"service, science, computing, acm, computer",1317,Anthony Ralston
for pioneering and fundamental contributions to computer vision and image analysis.,9.621379,4.26659,5,"interaction, human, graphics, vision, computer",1318,Azriel Rosenfeld
"for his early work laying the foundations for the c++ programming language. based on the foundations and dr. stroustrup's continuing efforts, c++ has become one of the most influential programming languages in the history of computing.",-1.7951862,-1.4286221,9,"systems, verification, languages, programming, software",1320,Bjarne Stroustrup
"for co-authoring of 'the recovery manager of the system r database manager', the best paper in the area of programming systems and languages.",2.6108115,-4.5405707,8,"systems, management, query, data, database",1322,Bruce Lindsay
for pioneering work in the design and implementation of scalable shared memory multiprocessors.,-5.7747355,-4.347313,3,"performance, parallel, design, memory, computing",1323,Burton Smith
"for contributions to the development of distributed, personal computing environments and the technology for their implementation: workstations, networks, operating systems, programming systems, displays, security, and document publishing.",-3.3295686,2.6230175,2,"networks, parallel, computing, systems, distributed",1324,Butler W Lampson
"for his contributions to the formation of the minicomputer as embodied in the pdp-5 and pdp-8; the architecture and implementation of the first commercial, interactive timesharing computer; his pioneering work in the field of hardware descriptive languag",-2.9714777,3.1044595,3,"performance, parallel, design, memory, computing",1325,C Gordon Bell
"professor liu is an educator in the truest sense of the word. he is a highly regarded author of computer science textbooks, a superb teacher, inside and outside the classroom, and has contributed significantly to computer science educational programs at both the national and international levels.",-0.37416393,1.2669284,4,"service, science, computing, acm, computer",1326,C.L. Liu
"for his outstanding service to the computing community through professional, managerial, and technical contributions, both nationally and internationally.",0.09951928,0.06567445,4,"service, science, computing, acm, computer",1328,Carl Hammer
"in recognition of over thirty-five years of distinguished, valuable, essential, and lasting contributions and service to the government, academic and professional computing community, as a computer scientist, educator, administrator, and acm leader.",0.49462074,0.581969,4,"service, science, computing, acm, computer",1329,Charles L Bradshaw
for conceiving and guiding the development of the xerox alto system demonstrating that a distributed personal computer system can provide a desirable and practical alternative to time-sharing.,-3.0170648,2.966376,4,"service, science, computing, acm, computer",1330,Charles P Thacker
for the development of automatic computational techniques for the solution of stiff differential equations.,2.7465289,4.904307,7,"combinatorial, computational, complexity, theory, algorithms",1331,Charles W Gear
for establishing several key aspects of the theoretical basis for logic programming and providing a resolution theorem prover to carry out a programming task by constructing the result which the computer program is to compute. for proving the construc,-1.1754347,-7.161394,9,"systems, verification, languages, programming, software",1332,Cordell Green
"for their joint paper 'finite automataand their decision problem,' which introduced the idea of nondeterministic machines, which has proved to be an enormously valuable concept.  their (scott & rabin) classic paper has been a continuous source of inspiration for subsequent work in this field.",1.506029,1.8539395,4,"service, science, computing, acm, computer",1333,Dana S Scott
"for their pioneering work in programming environments that integrated source-language debuggers, fully compatible integrated interpreter/compiler, automatic change management, structure-based editing, logging facilities, interactive graphics, and analysi",-1.3998698,-5.704072,9,"systems, verification, languages, programming, software",1334,Daniel Bobrow
"for the invention of visicalc, a new metaphor for data manipulation that galvanized personal computing in industry.",-1.2703508,3.7409186,4,"service, science, computing, acm, computer",1336,Daniel S Bricklin
in recognition of outstanding technical and professional achievements in the field of information technology.,0.23900896,0.25992003,4,"service, science, computing, acm, computer",1337,Daniel Siewiorek
"a brilliant expositor, he has exposed laymen to deep computer science concepts through his widely acclaimed book algorithmics, the spirit of computing (1987) and through numerous lectures to a variety of audiences. his work on israeli national councils and ministerial committees is profoundly influencing curricula at both the high-school and university level.",-0.29114193,1.3843151,4,"service, science, computing, acm, computer",1338,David Harel
"for his impact on the field of supercomputing, including his work in shared memory multiprocessing, clustered memory hierarchies, computer technology, and application/library tuning.",-4.635529,-0.11858696,3,"performance, parallel, design, memory, computing",1339,David J Kuck
"designed the programming system of edsac (1949, cambridge university) the first usable computer. incorporated the experience gained in the coherent system (input, output, order codes and rom facilities) for edsac 2 in 1956.",-2.2387524,3.1811283,4,"service, science, computing, acm, computer",1340,David John Wheeler
"for co-authoring of 'an axiomatic proof technique for parallel programs i', the best paper in the area of programming systems and languages.",-2.4497645,-0.4407764,9,"systems, verification, languages, programming, software",1341,David Joseph Gries
for the richness of insights¿provided into system software design characteristics that provide for system change.  the award winning work is entitled design software for ease of extension and contraction.,-2.4800158,1.3970536,9,"systems, verification, languages, programming, software",1342,David Lorge Parnas
"professor patterson is a quintessential example of a professor who combines highest intellectual ability and technical expertise with a total dedication to his role as a teacher, mentor, and friend of his students.",-0.20953955,1.5093563,4,"service, science, computing, acm, computer",1343,David Patterson
"co-inventor of the ethernet local area network. developer of early prototypes of internet protocols, file servers, gateways and network interface cards.",-10.262818,-3.5354555,0,"internet, systems, mobile, networks, wireless",1344,David R. Boggs
the ingres and system r systems demonstrated that a practical and efficient database management system (dbms) could be implemented based on the relational data model. these systems were full-function dbms's that supported non-procedural,3.3545778,-4.121557,8,"systems, management, query, data, database",1345,Donald Chamberlin
"for the design and implementation of tex, an innovative tool for the computer composition of documents of high typographical quality.",1.284661,8.205666,4,"service, science, computing, acm, computer",1346,Donald E Knuth
for the design of the postscript page description language and its implementation.,-2.4728765,-0.08856806,9,"systems, verification, languages, programming, software",1347,Douglas K Brotz
"the paper by matson, gecsel, slutz and traiger advances the art of performance evaluation of computing systems by intorducing a method of computing a large number of different performance measures in a single pass through a computer program.",-4.127349,-2.7139938,3,"performance, parallel, design, memory, computing",1348,Donald R Slutz
"for his dedicated service as founder and moderator of the acm forum on risks to the public in the use of computers and related systems. his work with risks forum on-line, in the software engineering notes, and in cacm has increased awareness of security",0.7535764,-1.0027963,4,"service, science, computing, acm, computer",1349,Peter G Neumann
"bernard galler has served acm in a number of capacities: as president from 1968-1970; chairman of the turing award committee and the government organization committee. he has been particularly active in afips where he chaired their special committee on electronic funds transfer systems and is currently editor- in-chief of its annals of the history of computing. galler was also a member of the computer science and technology board, national academy of sciences - national research council from 1977-1979; member of the advisory committee for the nsf office for computing activities (1971-1974); member of the steering committee of the nsf cosers study since 1975.",0.55252606,0.8408502,4,"service, science, computing, acm, computer",1351,Bernard A Galler
"by his diligence and singular leadership in computer science curricula development and accreditation, national and international conferences, and technical journal founding and development, gerald engel has made lasting contributions to the computing profession throughout the last two decades.",-0.4496157,1.0571717,4,"service, science, computing, acm, computer",1352,Gerald L Engel
"her service to the broad computing community spans some twenty years and includes significant contributions to curriculum development, certification standards, vocational education professional ethics.",0.32083932,-0.8274316,4,"service, science, computing, acm, computer",1354,Joyce Currie Little
